PropertyType,Address,Description,Bedrooms,Bathrooms,Price GBP,Agent,Tel,Latitude,Longitude,geometry
End terrace house,"Cross Road, Kingston Upon Thames KT2",2 bed end terrace house to rent,2.0,1.0,1800.0,"Marketed by Gibson Lane, KT2",020 3463 8384,51.41876,-0.2932,POINT (-0.2932 51.41876)
Flat,"Ravenscourt Park, Hammersmith W6",3 bed flat to rent,3.0,2.0,4138.0,"Marketed by London Property Zone, W6",020 3478 3495,51.49452,-0.24004,POINT (-0.24004 51.49452)
Flat,"Bovet Court, 164 Harford Street, London E1",2 bed flat to rent,2.0,2.0,1950.0,"Marketed by Marsh & Parsons - Shoreditch, E1",020 8022 6338,51.51863,-0.03896,POINT (-0.03896 51.51863)
Semi-detached house,"Freshwell Avenue, Chadwell Heath RM6",4 bed semi-detached house to rent,4.0,3.0,2100.0,"Marketed by Charlesons, IG2",020 8022 0121,51.56795,0.12034,POINT (0.12034 51.56795)
Flat,"Greenford Quay, Greenford UB6",3 bed flat to rent,3.0,2.0,3010.0,"Marketed by Home-Made, SE1",020 8033 3965,51.52744,-0.353,POINT (-0.353 51.52744)
Flat,"Coningsby Avenue, London NW9",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by Purplebricks, Head Office, B90",024 7511 8873,51.59999,-0.25336,POINT (-0.25336 51.59999)
Flat,"Forbes Apartments, Royal Arsenal Riverside, Woolwich SE18",1 bed flat to rent,1.0,1.0,1600.0,"Marketed by Vanquish Real Estate, SE18",020 3746 1400,51.49282,0.0714,POINT (0.07140000000000001 51.49282)
Flat,"Reverence House, Colindale Gardens, London NW9",1 bed flat to rent,1.0,1.0,1450.0,"Marketed by Moving City, EC2M",020 8022 6147,51.59215,-0.27002,POINT (-0.27002 51.59215)
Studio,"Chatsworth Crescent, Hounslow TW3",Studio to rent,1.0,1.0,850.0,"Marketed by Property Shop, W7",020 8115 8797,51.46551,-0.35233,POINT (-0.35233 51.46551)
Studio,"Greenford Quay, Greenford UB6",Studio to rent,1.0,1.0,1347.0,"Marketed by Home-Made, SE1",020 8033 3965,51.52744,-0.353,POINT (-0.353 51.52744)
Studio,"Foulden Road, Stoke Newington, London N16",Studio to rent,1.0,1.0,1083.0,"Marketed by Claremont Estates, E1",020 3551 3274,51.55595,-0.06899,POINT (-0.06899 51.55595)
Flat,"Merrick Road, Southall, Middlesex UB2",1 bed flat to rent,1.0,1.0,1258.0,"Marketed by Uncle Wembley, HA9",020 3641 6084,51.50562,-0.37706,POINT (-0.37706 51.50562)
Flat,"Ravenscourt Park, Hammersmith W6",2 bed flat to rent,2.0,2.0,3142.0,"Marketed by London Property Zone, W6",020 3478 3495,51.49452,-0.24004,POINT (-0.24004 51.49452)
Studio,"Fordwych Road, London NW2",Studio to rent,1.0,1.0,975.0,"Marketed by Legacy Property Consultants, NW3",020 7768 2955,51.54871,-0.20197,POINT (-0.20197 51.54871)
Flat,"Ermine Side, Enfield EN1",3 bed flat to rent,3.0,1.0,1550.0,"Marketed by Hera Estate Agents, N9",020 8115 6943,51.6459,-0.06415,POINT (-0.06415 51.6459)
Studio,"High Street, Wealdstone, Harrow HA3",Studio to rent,1.0,1.0,800.0,"Marketed by London Properties, HA3",020 3478 3524,51.59779,-0.33662,POINT (-0.33662 51.59779)
Flat,"Merrick Road, Southall, Middlesex UB2",1 bed flat to rent,1.0,1.0,1271.0,"Marketed by Uncle Wembley, HA9",020 3641 6084,51.50562,-0.37706,POINT (-0.37706 51.50562)
Studio,"Belsize Grove, London NW3",Studio to rent,1.0,1.0,1200.0,"Marketed by Hadleigh Residential, NW3",020 3463 9597,51.54816,-0.16503,POINT (-0.16503 51.54816)
Flat,"Merrick Road, Southall, Middlesex UB2",2 bed flat to rent,2.0,1.0,1446.0,"Marketed by Uncle Wembley, HA9",020 3641 6084,51.50562,-0.37706,POINT (-0.37706 51.50562)
Flat,"Sirdar Road, London N22",2 bed flat to rent,2.0,1.0,1450.0,"Marketed by Chris Anthony Estates, N7",020 8115 6978,51.59227,-0.09842,POINT (-0.09841999999999999 51.59227)
Flat,"Channelsea Road, London E15",1 bed flat to rent,1.0,1.0,1400.0,"Marketed by Acorn - Kennington, SE11",020 8022 0542,51.53628,-0.00098,POINT (-0.00098 51.53628)
Flat,"West Gate, London W5",1 bed flat to rent,1.0,1.0,1499.0,"Marketed by Global House Estates, SE1",020 8166 1758,51.53157,-0.29973,POINT (-0.29973 51.53157)
Flat,"Brixton Hill, London SW2",2 bed flat to rent,2.0,1.0,1560.0,"Marketed by Eden Harper, SW2",020 3463 2664,51.45145,-0.12222,POINT (-0.12222 51.45145)
Terraced house,"Highfield Avenue, London NW9",4 bed terraced house to rent,4.0,1.0,2100.0,"Marketed by Move in Properties Ltd, HA3",020 3641 1773,51.58562,-0.26083,POINT (-0.26083 51.58562)
Flat,"Heathville Road, Upper Holloway N19",1 bed flat to rent,1.0,,1250.0,"Marketed by Castles - Crouch End, N8",020 3463 8356,51.57248,-0.1218,POINT (-0.1218 51.57248)
Flat,"Lancaster Road, London SW19",1 bed flat to rent,1.0,1.0,1650.0,"Marketed by Andrew Scott Robertson, SW19",020 8022 5582,51.42664,-0.21845,POINT (-0.21845 51.42664)
Flat,"Merrick Road, Southall, Middlesex UB2",2 bed flat to rent,2.0,1.0,1498.0,"Marketed by Uncle Wembley, HA9",020 3641 6084,51.50562,-0.37706,POINT (-0.37706 51.50562)
Flat,"St Georges Road, Enfield EN1",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Chris Anthony Estates, N7",020 8115 6978,51.66704,-0.069,POINT (-0.06900000000000001 51.66704)
Flat,"Leconfield Road, London N5",1 bed flat to rent,1.0,1.0,1430.0,"Marketed by M&M Property, N1",020 3463 9584,51.55416,-0.08966,POINT (-0.08966 51.55416)
Flat,"Astbury Road, Peckham, London SE15",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Kallars London, SE8",020 8033 8661,51.47396,-0.05593,POINT (-0.05593 51.47396)
Flat,"Merrick Road, Southall, Middlesex UB2",3 bed flat to rent,3.0,2.0,1916.0,"Marketed by Uncle Wembley, HA9",020 3641 6084,51.50562,-0.37706,POINT (-0.37706 51.50562)
Studio,"Cedar Road, London NW2",Studio to rent,1.0,1.0,800.0,"Marketed by Daniels - Dollis Hill & Neasden, NW10",020 3641 7087,51.55722,-0.22077,POINT (-0.22077 51.55722)
Studio,"Fernhead Road, Maida Vale W9",Studio to rent,1.0,1.0,975.0,"Marketed by Legacy Property Consultants, NW3",020 7768 2955,51.5251,-0.2013,POINT (-0.2013 51.5251)
Flat,"Stafford Road, Waddon, Croydon CR0",1 bed flat to rent,1.0,1.0,1000.0,"Marketed by Cubitt & West - Sutton, SM2",020 3463 0139,51.36505,-0.118,POINT (-0.118 51.36505)
Flat,"Benedict Court, Gordon Road, Romford RM6",2 bed flat to rent,2.0,1.0,1375.0,"Marketed by Vibrant Estates, IG6",020 8022 5390,52.59944,1.72172,POINT (1.72172 52.59944)
Flat,"George Street, Croydon CR0",3 bed flat to rent,3.0,2.0,2550.0,"Marketed by Home-Made, SE1",020 8033 3965,51.37422,-0.09613,POINT (-0.09612999999999999 51.37422)
Flat,"Bowood Road, London, UK SW11",1 bed flat to rent,1.0,1.0,1900.0,"Marketed by Featherstone Leigh - Battersea, SW11",020 8115 1075,51.4596,-0.15758,POINT (-0.15758 51.4596)
Flat,"Barcombe Avenue, Streatham Hill London SW2",2 bed flat to rent,2.0,1.0,1700.0,"Marketed by Focus Properties UK Ltd, SW2",020 3641 8615,51.43909,-0.12614,POINT (-0.12614 51.43909)
Flat,"Orange Hill Road, Burnt Oak, Edgware HA8",2 bed flat to rent,2.0,1.0,1250.0,"Marketed by Joseph Scott, HA8",020 8033 5488,51.60391,-0.26312,POINT (-0.26312 51.60391)
Flat,"The Foundry, 8 Dereham Place, London EC2A",2 bed flat to rent,2.0,2.0,2383.0,"Marketed by Stirling Ackroyd - Shoreditch, EC2A",020 3641 5775,51.52572,-0.07904,POINT (-0.07904 51.52572)
Flat,"Chelsea Waterfront, London SW10",2 bed flat to rent,2.0,2.0,3900.0,"Marketed by Fraser Bond, W1U",020 8022 9455,51.47744,-0.18108,POINT (-0.18108 51.47744)
Flat,"Drive Mansions, Fulham Road, Fulham, London SW6",2 bed flat to rent,2.0,1.0,2167.0,"Marketed by Chestertons - Fulham Road, SW6",020 8115 2454,51.48108,-0.19036,POINT (-0.19036 51.48108)
Flat,"Rainville Road, London W6",1 bed flat to rent,1.0,1.0,7258.0,"Marketed by ESON2, SW1X",020 8128 9341,51.48162,-0.22289,POINT (-0.22289 51.48162)
Terraced house,"Avenue Terrace, Crownfield Avenue, Ilford IG2",4 bed terraced house to rent,4.0,2.0,2100.0,"Marketed by Swayam Lets Ltd, E6",020 3478 3311,51.57585,0.09215,POINT (0.09215 51.57585)
Terraced house,"Ormiston Road, London SE10",2 bed terraced house to rent,2.0,1.0,1600.0,"Marketed by Truepenny's Property Consultants, SE10",020 3641 5337,51.48434,0.01627,POINT (0.01627 51.48434)
Flat,"Locke Heights, Caledonian Road N1",3 bed flat to rent,3.0,2.0,2900.0,"Marketed by L & Q, E15",020 8115 7982,51.54612,-0.11766,POINT (-0.11766 51.54612)
Detached house,"Kensington Avenue, London E12",5 bed detached house to rent,5.0,2.0,2320.0,"Marketed by Choices - Central London, EC2M",020 8115 8320,51.54177,0.05159,POINT (0.05159 51.54177)
Studio,"Fulham Palace Road, Hammersmith W6",Studio to rent,1.0,1.0,1100.0,"Marketed by Shield Property Services, W6",020 3641 4895,51.48967,-0.22374,POINT (-0.22374 51.48967)
Flat,"Montgomery Road, Chiswick, London W4",1 bed flat to rent,1.0,1.0,1500.0,"Marketed by Thorgills - Brentford, TW8",020 8033 1669,51.49643,-0.26824,POINT (-0.26824 51.49643)
Flat,"Exchange Gardens, London SW8",3 bed flat to rent,3.0,2.0,5633.0,"Marketed by Battersea & Nine Elms Estates, SW11",020 8128 0932,51.47399,-0.13576,POINT (-0.13576 51.47399)
Flat,"Thomas Jacomb Place, Erskine Road, Walthamstow Central, London E17",2 bed flat to rent,2.0,2.0,1550.0,"Marketed by Statuum, E9",020 3589 1404,51.5846,-0.02471,POINT (-0.02471 51.5846)
Flat,"Chiltern Heights, Caledonian Road N1",2 bed flat to rent,2.0,2.0,2150.0,"Marketed by L & Q, E15",020 8115 7982,51.54612,-0.11766,POINT (-0.11766 51.54612)
Flat,"George Street, Croydon CR0",2 bed flat to rent,2.0,2.0,1906.0,"Marketed by Home-Made, SE1",020 8033 3965,51.37422,-0.09613,POINT (-0.09612999999999999 51.37422)
Semi-detached house,"Hale Lane, Mill Hill NW7",6 bed semi-detached house to rent,6.0,3.0,6500.0,"Marketed by Property Sisters, NW7",020 8128 2041,51.61503,-0.25482,POINT (-0.25482 51.61503)
Flat,"Babmaes Street, London SW1Y",1 bed flat to rent,1.0,1.0,6045.0,"Marketed by Wetherell, W1K",020 7529 5588,51.50856,-0.13485,POINT (-0.13485 51.50856)
Flat,"St Mary's Road, Surbiton KT6",1 bed flat to rent,1.0,1.0,1550.0,"Marketed by Shield Property Services, W6",020 3641 4895,51.38367,-0.31177,POINT (-0.31177 51.38367)
Terraced house,"Kildare Road, London E16",4 bed terraced house to rent,4.0,1.0,1900.0,"Marketed by Samuel King, E16",020 3641 9380,51.51806,0.01912,POINT (0.01912 51.51806)
Flat,"George Street, Croydon CR0",1 bed flat to rent,1.0,1.0,1362.0,"Marketed by Home-Made, SE1",020 8033 3965,51.37422,-0.09613,POINT (-0.09612999999999999 51.37422)
Maisonette,"Charter Place, Hounslow TW3",1 bed maisonette to rent,1.0,1.0,1400.0,"Marketed by Home-Made, SE1",020 8033 3965,51.46621,-0.36544,POINT (-0.36544 51.46621)
Semi-detached house,"Mayfield Avenue, Harrow, Greater London HA3",4 bed semi-detached house to rent,4.0,1.0,1900.0,"Marketed by Phillip Shaw Ltd, HA3",020 3478 3559,51.61999,-0.17172,POINT (-0.17172 51.61999)
Flat,"Keats Close, Hayes UB4",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Ashford Finance and Property Services, UB2",020 8115 2153,51.52422,-0.41109,POINT (-0.41109 51.52422)
Flat,"St. Edmunds Terrace, London NW8",2 bed flat to rent,2.0,1.0,2145.0,"Marketed by The Estate Company, NW3",020 3641 8051,51.53653,-0.16235,POINT (-0.16235 51.53653)
Flat,"College Road, Harrow HA1",1 bed flat to rent,1.0,1.0,1250.0,"Marketed by Empire Chase, HA1",020 3478 2987,51.60651,-0.33758,POINT (-0.33758 51.60651)
Maisonette,"Camden Street, Camden Town, London NW1",3 bed maisonette to rent,3.0,2.0,3250.0,"Marketed by Chestertons - Camden & Primrose Hill, NW1",020 8115 2493,51.53772,-0.13866,POINT (-0.13866 51.53772)
Flat,"Wingmore Road, London SE24",2 bed flat to rent,2.0,1.0,1800.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.46429,-0.10059,POINT (-0.10059 51.46429)
Flat,"Malvern Court, Onslow Square, South Kensington, London SW7",3 bed flat to rent,3.0,2.0,7042.0,"Marketed by Knight Frank - Knightsbridge Lettings, SW3",020 8128 5275,51.4934,-0.17351,POINT (-0.17351 51.4934)
Studio,"Hillfield Road, London NW6",Studio to rent,1.0,1.0,1001.0,"Marketed by Legacy Property Consultants, NW3",020 7768 2955,51.55187,-0.20146,POINT (-0.20146 51.55187)
Flat,"The Drive, London NW11",1 bed flat to rent,1.0,1.0,1733.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.57519,-0.2077,POINT (-0.2077 51.57519)
Flat,"Greencroft Gardens, London NW6",2 bed flat to rent,2.0,2.0,2000.0,"Marketed by Parkheath - West & South Hampstead, NW6",020 8033 2655,51.54555,-0.18052,POINT (-0.18052 51.54555)
Flat,"Comeragh Road, West Kensington W14",2 bed flat to rent,2.0,1.0,2058.0,"Marketed by Shaws Kensington, W14",020 3463 6959,51.48967,-0.20853,POINT (-0.20853 51.48967)
Flat,"Kingwood Road, Fulham SW6",1 bed flat to rent,1.0,1.0,1430.0,"Marketed by Shaws Kensington, W14",020 3463 6959,51.47845,-0.21423,POINT (-0.21423 51.47845)
Flat,"North End Road, London W14",1 bed flat to rent,1.0,1.0,1248.0,"Marketed by Shaws Kensington, W14",020 3463 6959,51.48291,-0.20056,POINT (-0.20056 51.48291)
Detached house,"Kings Way, Harrow HA1",5 bed detached house to rent,5.0,3.0,2500.0,"Marketed by Brian Cox - Harrow, HA1",020 8115 7808,51.59133,-0.33663,POINT (-0.33663 51.59133)
Terraced house,"Plaistow Grove, Bromley BR1",2 bed terraced house to rent,2.0,1.0,1400.0,"Marketed by Edward Ashdale, BR2",020 3641 3927,51.41351,0.02104,POINT (0.02104 51.41351)
Flat,"Colney Hatch Lane, London N10",1 bed flat to rent,1.0,1.0,1000.0,"Marketed by Allcet Lettings, N16",020 8033 1870,51.60945,-0.1536,POINT (-0.1536 51.60945)
Room,"Cromwell Road, Hounslow TW3",Room to rent,1.0,2.0,650.0,"Marketed by UK Residential Management Ltd, TW3",020 8115 7886,51.4656,-0.37426,POINT (-0.37426 51.4656)
Flat,"Tooting Bec Gardens, London SW16",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Jacksons Estate Agents - Streatham, SW16",020 8677 9900,51.43007,-0.13476,POINT (-0.13476 51.43007)
Flat,"Trinity Road, London N22",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by I Am The Agent, SE8",020 3463 2607,51.43616,-0.16037,POINT (-0.16037 51.43616)
Studio,"Altyre Road, Croydon CR0",Studio to rent,1.0,1.0,950.0,"Marketed by Dickinson Estate Agents, CR0",020 3641 5297,51.37352,-0.09175,POINT (-0.09175 51.37352)
Property,"Draycott Avenue, Chelsea, London SW3",Property to rent,,,2492.0,"Marketed by Fine & Country - Park Lane, W1K",020 8128 2514,51.49168,-0.16337,POINT (-0.16337 51.49168)
Studio,"Chase Court Gardens, Enfield EN2",Studio to rent,1.0,1.0,950.0,"Marketed by Peter Michael Estates, N13",020 3478 3545,51.6542,-0.09217,POINT (-0.09217 51.6542)
Studio,"Chilworth Mews, London W2",Studio to rent,1.0,1.0,997.0,"Marketed by Westways, W9",020 3463 2690,51.51553,-0.17791,POINT (-0.17791 51.51553)
Flat,"Fitzroy Court, Shepherd's Hill, Highgate N6",2 bed flat to rent,2.0,1.0,2102.0,"Marketed by Robert Lehrer Properties, N6",020 3328 6545,51.57836,-0.13825,POINT (-0.13825 51.57836)
Flat,"Hurst Avenue, Highgate N6",3 bed flat to rent,3.0,2.0,2253.0,"Marketed by Robert Lehrer Properties, N6",020 3328 6545,51.57738,-0.13486,POINT (-0.13486 51.57738)
Flat,"Conewood Street, Highbury, London N5",2 bed flat to rent,2.0,1.0,1712.0,"Marketed by Victorstone International - City, EC1V",020 3463 0065,51.55791,-0.09995,POINT (-0.09995 51.55791)
Detached house,"Courtfield Mews, South Kensington, London SW5",5 bed detached house to rent,5.0,3.0,10833.0,"Marketed by Knight Frank - South Kensington Lettings, SW7",020 8022 5599,51.49119,-0.1827,POINT (-0.1827 51.49119)
Property,"Ellesmere Road, Chiswick, London W4",4 bed property to rent,4.0,3.0,4200.0,"Marketed by Foxtons - Chiswick, W4",020 3641 8639,51.4873,-0.26613,POINT (-0.26613 51.4873)
Flat,"Kidderpore Green, Hampstead NW3",2 bed flat to rent,2.0,2.0,2600.0,"Marketed by Benham and Reeves - Hampstead, NW3",020 8022 1099,51.55714,-0.19156,POINT (-0.19156 51.55714)
Flat,"Rainville Road, London W6",1 bed flat to rent,1.0,1.0,2730.0,"Marketed by ESON2, SW1X",020 8128 9341,51.48162,-0.22289,POINT (-0.22289 51.48162)
Flat,"Park House, Manor Park Road NW10",3 bed flat to rent,3.0,3.0,2197.0,"Marketed by Churchill & Mathesons – Harlesden, NW10",020 8128 1246,51.53769,-0.24767,POINT (-0.24767 51.53769)
Flat,"Redcliff Gardens, South Kensington, London SW10",2 bed flat to rent,2.0,1.0,2578.0,"Marketed by Fraser Bond, W1U",020 8022 9455,51.49034,-0.1804,POINT (-0.1804 51.49034)
Flat,"Babmaes Street, London SW1Y",1 bed flat to rent,1.0,1.0,6045.0,"Marketed by Dexters - Mayfair, W1K",020 7590 9595,51.50856,-0.13485,POINT (-0.13485 51.50856)
Studio,"Craven Hill Gardens, London W2",Studio to rent,1.0,1.0,867.0,"Marketed by Dexters - Hyde Park & Bayswater, W2",020 7298 1560,51.51275,-0.18158,POINT (-0.18158 51.51275)
Flat,"Fieldgate Street, Liverpool Street E1",3 bed flat to rent,3.0,2.0,2700.0,"Marketed by Tower Quay Limited, E14",020 8022 2943,51.51685,-0.06506,POINT (-0.06506000000000001 51.51685)
Flat,"Mirabel Road, London SW6",1 bed flat to rent,1.0,,1504.0,"Marketed by Barnard Marcus - Earl's Court, SW5",020 3641 0592,51.48075,-0.20376,POINT (-0.20376 51.48075)
Flat,"Imperial Drive, Rayners Lane, Harrow HA2",1 bed flat to rent,1.0,1.0,953.0,"Marketed by Allcet Lettings, N16",020 8033 1870,51.57551,-0.3704,POINT (-0.3704 51.57551)
Studio,"Talisman Tower, Lincoln Plaza, London E14",Studio to rent,1.0,1.0,1430.0,"Marketed by CHAMPS UK Property Asset Management, SE1",020 8115 2344,51.50784,-0.01131,POINT (-0.01131 51.50784)
Flat,"Park House, Manor Park Road NW10",2 bed flat to rent,2.0,2.0,1647.0,"Marketed by Churchill & Mathesons – Harlesden, NW10",020 8128 1246,51.53769,-0.24767,POINT (-0.24767 51.53769)
Flat,"Brookhill Road, London SE18",1 bed flat to rent,1.0,1.0,1142.0,"Marketed by Choices - Central London, EC2M",020 8115 8320,51.48739,0.06677,POINT (0.06677 51.48739)
Flat,"Dove Mews, London SW5",1 bed flat to rent,1.0,1.0,1950.0,"Marketed by Dexters - South Kensington, SW7",020 7244 7711,51.49119,-0.1827,POINT (-0.1827 51.49119)
Flat,"Bride Street, Islington, London N7",1 bed flat to rent,1.0,1.0,1257.0,"Marketed by Rainbow Properties, NW6",020 3544 3915,51.51463,-0.10501,POINT (-0.10501 51.51463)
Flat,"Outram Place, London N1",1 bed flat to rent,1.0,1.0,1517.0,"Marketed by Bowleys, W1G",020 8128 1538,51.53788,-0.12112,POINT (-0.12112 51.53788)
Flat,"Old Park Road, London N13",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by Vision Residential LTD, N10",020 3641 4978,51.61951,-0.11137,POINT (-0.11137 51.61951)
Flat,"Westferry Road, London E14",2 bed flat to rent,2.0,2.0,1950.0,"Marketed by Dexters - Canary Wharf, E14",020 7517 1190,51.49084,-0.0236,POINT (-0.0236 51.49084)
Flat,"Park Drive, London E14",2 bed flat to rent,2.0,2.0,3683.0,"Marketed by Circa London, EC2A",020 8128 0781,51.50237,-0.01377,POINT (-0.01377 51.50237)
Flat,"Knighsbridge, London SW3",1 bed flat to rent,1.0,1.0,5200.0,"Marketed by ESON2, SW1X",020 8128 9341,51.50158,-0.16101,POINT (-0.16101 51.50158)
Studio,"Doughty Street, London WC1N",Studio to rent,1.0,1.0,1250.0,"Marketed by Hanley Estates, N19",020 3463 8360,51.52384,-0.11677,POINT (-0.11677 51.52384)
Flat,"Torrington Park, Finchley N12",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by SAVOYS, NW11",020 8166 7241,51.61742,-0.16835,POINT (-0.16835 51.61742)
Flat,"Wheat Sheaf Close, Mudchute E14",2 bed flat to rent,2.0,1.0,1550.0,"Marketed by Anthony Fox Estate Agents, E14",020 8128 9408,51.55311,-0.38205,POINT (-0.38205 51.55311)
Studio,"Brent Street, London NW4",Studio to rent,1.0,1.0,825.0,"Marketed by So Home London, N12",020 3641 3188,51.58655,-0.22042,POINT (-0.22042 51.58655)
Terraced house,"Swinton Street, London WC1X",3 bed terraced house to rent,3.0,3.0,5417.0,"Marketed by Dexters - Bloomsbury, WC1N",020 7833 4488,51.52903,-0.11764,POINT (-0.11764 51.52903)
Flat,"Harrow, Middlesex HA2",3 bed flat to rent,3.0,2.0,1600.0,"Marketed by Highlands Properties, HA9",020 3589 0850,51.5857,-0.32945,POINT (-0.32945 51.5857)
Studio,"Uxbridge Road, Ealing W3",Studio to rent,1.0,1.0,1200.0,"Marketed by Curtis and Parker, W6",020 8166 1769,51.50966,-0.28627,POINT (-0.28627 51.50966)
Flat,"St. Matthew's Road, London SW2",1 bed flat to rent,1.0,1.0,1250.0,"Marketed by Urban Village, SE5",020 8022 1468,51.45552,-0.11573,POINT (-0.11573 51.45552)
Flat,"Canterbury Road, London E10",1 bed flat to rent,1.0,1.0,1195.0,"Marketed by The Stow Brothers - E17, E17",020 8128 4610,51.57295,-0.00764,POINT (-0.00764 51.57295)
Flat,"Poynders Road, London SW4",2 bed flat to rent,2.0,2.0,1800.0,"Marketed by Urban Lettings, SW11",020 3463 9320,51.45124,-0.14212,POINT (-0.14212 51.45124)
Flat,"The Well House, Sutton SM1",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Home-Made, SE1",020 8033 3965,51.3706,-0.1959,POINT (-0.1959 51.3706)
Room,"Northwold Road, Hackney E5",Room to rent,,,395.0,"Marketed by Castles - Edmonton, N9",020 3463 0500,51.56297,-0.07128,POINT (-0.07128 51.56297)
Flat,"Hill House, Archway N19",2 bed flat to rent,2.0,2.0,3100.0,"Marketed by Home-Made, SE1",020 8033 3965,51.63635,-0.10578,POINT (-0.10578 51.63635)
Semi-detached house,"Montpelier Rise, Wembley HA9",3 bed semi-detached house to rent,3.0,1.0,1850.0,"Marketed by Hamilton Estates, HA9",020 3641 4233,51.56923,-0.30473,POINT (-0.30473 51.56923)
Property,"Eastern Avenue, Ilford IG2",2 bed property to rent,2.0,1.0,1300.0,"Marketed by iHOMES Lettings & Management, IG2",020 8033 1678,51.58195,0.10847,POINT (0.10847 51.58195)
